user_group,session_hour,session_day,session_count,avg_cart_value,avg_product_count,avg_price_per_item,avg_session_duration_min
explicit_abandon,11,Monday,1204,41.88,7.31,10.16,46.39
explicit_abandon,11,Tuesday,1154,38.68,6.98,8.13,37.39
no_cart,12,Friday,347,29.62,5.58,7.34,47.10
no_cart,12,Monday,487,29.71,5.66,6.41,42.53
no_cart,12,Saturday,297,28.26,5.78,6.68,33.02
no_cart,12,Sunday,368,26.5,4.91,6.59,29.74
no_cart,12,Thursday,357,38.35,7.51,6.54,35.60
no_cart,12,Tuesday,397,28.49,5.30,6.43,43.51
no_cart,12,Wednesday,408,28.56,5.90,6.23,28.64
purchase,12,Friday,596,39.53,5.98,10.56,39.94
purchase,12,Monday,837,39.54,6.01,10.57,37.58
purchase,12,Saturday,482,46.38,6.00,15.63,36.21
purchase,12,Sunday,559,41.68,6.35,11.99,34.35
purchase,12,Thursday,617,40.41,5.89,10.6,36.83
purchase,12,Tuesday,743,38.66,5.96,10.46,31.99
purchase,12,Wednesday,707,37.61,5.41,11.99,30.51
implicit_abandon,12,Friday,2471,22.66,3.23,8.45,12.86
implicit_abandon,12,Monday,3380,19.36,3.16,8.7,11.64
implicit_abandon,12,Saturday,2052,19.12,3.18,8.56,14.15
implicit_abandon,12,Sunday,2311,19.99,3.00,10.08,11.24
implicit_abandon,12,Thursday,2727,18.41,2.94,8.59,14.82
implicit_abandon,12,Tuesday,2733,17.85,2.83,8.39,14.38
implicit_abandon,12,Wednesday,3110,19.57,3.20,8.24,12.06
explicit_abandon,12,Saturday,897,45.59,7.75,9.97,40.58
explicit_abandon,12,Thursday,1124,41.86,6.92,9.44,31.46
explicit_abandon,12,Sunday,991,43.89,6.76,8.93,29.71
explicit_abandon,12,Wednesday,1242,43.14,7.03,9.16,29.99
explicit_abandon,12,Monday,1395,41.66,7.29,8.81,41.15
explicit_abandon,12,Friday,978,37.03,6.31,8.28,43.17
explicit_abandon,12,Tuesday,1153,42.61,7.18,8.86,37.17
no_cart,13,Sunday,321,24.4,4.85,6.07,28.49
no_cart,13,Friday,285,28.46,5.77,6.37,38.13
no_cart,13,Monday,431,28.04,5.45,6.98,48.14
no_cart,13,Saturday,300,28.16,5.93,5.44,40.65
no_cart,13,Thursday,354,24.72,4.68,6.21,29.03
no_cart,13,Tuesday,347,32.71,5.97,6.5,30.08
no_cart,13,Wednesday,360,29.43,5.46,7.45,24.29
purchase,13,Friday,534,43.49,5.60,12.99,33.73
purchase,13,Monday,758,48.06,6.22,12.25,37.97
purchase,13,Saturday,472,44.95,7.00,11.64,40.54
purchase,13,Sunday,565,43.33,7.45,12.98,33.35
purchase,13,Thursday,597,39.89,5.86,12.33,30.92
purchase,13,Tuesday,644,37.13,5.69,10.17,34.55
purchase,13,Wednesday,592,39.17,5.81,10.33,31.06
implicit_abandon,13,Friday,2149,17.99,2.99,8.05,16.10
implicit_abandon,13,Sunday,2335,20.89,3.27,8.87,12.57
implicit_abandon,13,Monday,3068,19.31,3.00,8.95,14.21
implicit_abandon,13,Thursday,2518,18.91,3.01,8.48,13.35
implicit_abandon,13,Saturday,2164,19.58,2.82,9.48,14.09
implicit_abandon,13,Tuesday,2538,19.34,3.03,9.44,13.17
implicit_abandon,13,Wednesday,2792,20.65,3.28,8.61,9.85
explicit_abandon,13,Sunday,988,43.28,7.46,8.89,32.92
explicit_abandon,13,Thursday,1037,42.03,7.62,8.79,38.07
explicit_abandon,13,Friday,906,37.31,6.50,8.86,43.56
explicit_abandon,13,Wednesday,1073,43,6.97,9.12,30.82
explicit_abandon,13,Monday,1264,42.01,7.07,9.57,31.26
explicit_abandon,13,Saturday,864,45.88,7.99,8.47,42.66
explicit_abandon,13,Tuesday,1056,41.75,7.31,9.19,36.43
no_cart,14,Friday,293,22.12,4.87,5.91,37.44
no_cart,14,Monday,390,37.88,8.29,6.22,48.48
no_cart,14,Saturday,317,25.76,5.48,6.7,46.69
no_cart,14,Sunday,357,28.73,5.22,8.15,30.73
no_cart,14,Thursday,319,28.01,5.27,7.54,36.53
no_cart,14,Tuesday,356,30.44,6.17,6.1,31.73
no_cart,14,Wednesday,306,24.2,4.73,7.33,23.72
purchase,14,Monday,654,44.81,6.51,11.56,34.59
purchase,14,Sunday,554,40.58,6.77,10.81,36.72
purchase,14,Friday,496,42.76,6.31,11.35,31.09
purchase,14,Thursday,539,36.39,5.76,10.02,31.89
purchase,14,Saturday,451,48.68,7.00,13.76,38.61
purchase,14,Tuesday,555,42.73,6.31,11.48,33.43
purchase,14,Wednesday,570,43.72,6.35,11.69,34.54
implicit_abandon,14,Thursday,2228,17.92,2.63,9.3,11.75
implicit_abandon,14,Saturday,2140,19.87,3.24,8.6,14.63
implicit_abandon,14,Sunday,2337,19.44,3.06,8.81,11.00
implicit_abandon,14,Tuesday,2316,20.61,3.18,8.99,13.86
implicit_abandon,14,Monday,2700,19.38,3.05,8.9,13.04
implicit_abandon,14,Wednesday,2556,18.97,3.02,8.02,11.59
implicit_abandon,14,Friday,2023,19.56,3.18,8.99,14.43
explicit_abandon,14,Friday,865,45.06,7.76,9.48,39.29
explicit_abandon,14,Saturday,910,41.39,7.86,9.04,32.08
explicit_abandon,14,Thursday,929,41.75,7.04,10.43,36.97
explicit_abandon,14,Monday,1097,45.48,6.90,11.51,35.34
explicit_abandon,14,Sunday,998,43.28,7.94,9.53,33.64
explicit_abandon,14,Wednesday,980,46.36,7.76,10.25,29.53
explicit_abandon,14,Tuesday,975,47.62,6.94,9.61,38.10
no_cart,15,Tuesday,329,28.6,5.96,6.25,30.97
no_cart,15,Wednesday,306,31.7,6.67,5.79,32.17
no_cart,15,Friday,309,72.83,9.70,7.85,35.82
no_cart,15,Sunday,338,30.57,5.09,8.6,28.38
no_cart,15,Saturday,304,32.93,6.14,6.18,26.61
no_cart,15,Thursday,300,25.31,6.29,5.49,30.53
no_cart,15,Monday,379,31.56,7.89,6.01,39.46
purchase,15,Friday,488,42.96,6.29,12.03,35.15
purchase,15,Thursday,456,38.75,5.79,10.58,30.28
purchase,15,Monday,598,44.95,7.00,11.42,34.18
purchase,15,Tuesday,541,43.97,6.39,14.53,31.58
purchase,15,Saturday,438,57.53,6.83,12.65,34.89
purchase,15,Sunday,544,42.61,6.80,11.09,33.73
purchase,15,Wednesday,532,42.76,6.82,9.94,33.05
implicit_abandon,15,Wednesday,2295,20.12,3.41,8.86,10.21
implicit_abandon,15,Friday,1872,19.39,2.91,9.79,14.67
implicit_abandon,15,Monday,2384,22.37,3.31,9.63,12.23
implicit_abandon,15,Saturday,2238,20.52,2.92,10.36,12.38
implicit_abandon,15,Tuesday,2217,23.33,3.87,8.34,13.75
implicit_abandon,15,Sunday,2401,21.01,3.21,9.25,9.94
implicit_abandon,15,Thursday,2040,19.23,3.08,8.85,13.25
explicit_abandon,15,Friday,787,41.47,6.97,9.77,43.46
explicit_abandon,15,Tuesday,916,43.83,7.41,10.86,35.38
explicit_abandon,15,Thursday,866,38.38,7.12,8.72,33.47
explicit_abandon,15,Wednesday,968,45.49,7.78,8.58,28.26
explicit_abandon,15,Sunday,1033,46.28,7.59,10.21,30.35
explicit_abandon,15,Monday,1046,45.09,7.81,10.11,38.50
explicit_abandon,15,Saturday,929,40.2,7.42,8.68,34.06
no_cart,16,Thursday,310,33.63,6.18,8.2,26.03
no_cart,16,Friday,307,30.54,5.89,5.7,29.86
no_cart,16,Tuesday,359,45.62,9.50,6.82,32.22
no_cart,16,Sunday,385,31.94,5.87,6.31,27.64
no_cart,16,Monday,376,33.54,6.32,6.31,31.97
no_cart,16,Wednesday,373,31.62,6.25,6.36,26.22
no_cart,16,Saturday,323,28.07,5.85,6.13,33.52
purchase,16,Tuesday,561,45.08,6.83,12.48,37.46
purchase,16,Friday,485,45.87,6.75,9.94,32.23
purchase,16,Monday,601,42.85,6.54,10.79,39.22
purchase,16,Sunday,554,52.63,8.42,10.01,34.37
purchase,16,Saturday,512,63.31,6.38,13.71,29.09
purchase,16,Thursday,456,41.51,6.13,11.16,36.68
purchase,16,Wednesday,553,43.87,6.88,11.11,34.29
implicit_abandon,16,Monday,2358,21.2,3.42,8.58,13.26
implicit_abandon,16,Saturday,2217,21.76,3.15,8.97,10.84
implicit_abandon,16,Sunday,2473,18.82,3.07,8.62,11.62
implicit_abandon,16,Thursday,2061,21.74,3.16,9.5,12.41
implicit_abandon,16,Tuesday,2154,20.94,3.26,9.31,12.27
implicit_abandon,16,Wednesday,2360,20.42,3.08,9.32,11.17
implicit_abandon,16,Friday,2096,20.02,2.86,8.66,12.28
explicit_abandon,16,Thursday,905,45.43,7.38,11.46,38.05
explicit_abandon,16,Monday,1039,44.8,7.76,8.36,29.17
explicit_abandon,16,Friday,886,44.52,7.58,10.43,29.58
explicit_abandon,16,Wednesday,994,48.64,7.62,11.04,30.41
explicit_abandon,16,Sunday,1049,44.97,8.03,8.41,31.50
explicit_abandon,16,Saturday,968,39.32,7.36,9.83,35.62
explicit_abandon,16,Tuesday,959,47.32,8.04,10.88,34.21
no_cart,17,Tuesday,375,39.95,6.66,7.61,30.72
no_cart,17,Wednesday,337,34.14,6.99,6.54,26.85
no_cart,17,Friday,341,29.41,6.03,6.46,47.81
no_cart,17,Thursday,331,34.45,6.50,6.27,33.83
no_cart,17,Saturday,339,36.01,7.09,5.55,34.08
no_cart,17,Sunday,373,35.71,6.80,7.53,29.04
no_cart,17,Monday,426,26.54,5.78,5.52,38.30
purchase,17,Friday,460,43.65,6.87,11,39.30
purchase,17,Monday,599,39.41,6.77,9.65,38.91
purchase,17,Saturday,493,45.45,7.02,10.98,35.97
purchase,17,Sunday,592,44.88,7.18,9.57,34.01
purchase,17,Wednesday,549,44.11,6.36,11.78,31.07
purchase,17,Thursday,590,42.82,6.62,11.78,35.67
purchase,17,Tuesday,575,39.24,6.69,8.63,34.28
implicit_abandon,17,Friday,2077,21.36,3.07,9.85,14.66
implicit_abandon,17,Monday,2630,20.51,3.29,8.47,11.10
implicit_abandon,17,Thursday,2296,20.91,3.18,8.73,13.18
implicit_abandon,17,Tuesday,2473,19.4,3.09,8.67,11.35
implicit_abandon,17,Wednesday,2336,19.37,3.18,8.96,10.31
implicit_abandon,17,Sunday,2657,21.52,3.31,10.14,10.22
implicit_abandon,17,Saturday,2224,21.42,3.24,9.1,11.28
explicit_abandon,17,Friday,903,43.49,7.22,10.73,34.12
explicit_abandon,17,Monday,1152,39.87,7.93,8.2,33.10
explicit_abandon,17,Saturday,1006,54.43,9.18,11.4,34.83
explicit_abandon,17,Thursday,959,43.96,7.43,10.55,33.31
explicit_abandon,17,Tuesday,1045,43.32,7.56,8.4,31.19
explicit_abandon,17,Sunday,1104,45.21,8.32,8.5,29.50
explicit_abandon,17,Wednesday,1031,45.85,7.77,9.01,27.74
no_cart,18,Tuesday,401,33.87,6.31,7.12,31.96
no_cart,18,Wednesday,433,31.73,6.70,5.95,25.99
no_cart,18,Friday,336,30.26,6.56,5.57,24.93
no_cart,18,Sunday,399,29.61,6.33,5.96,27.83
no_cart,18,Saturday,361,32.55,5.66,8.88,28.40
no_cart,18,Thursday,364,31.97,6.34,7.3,26.52
no_cart,18,Monday,443,31.53,5.98,6.36,27.24
purchase,18,Wednesday,599,37.81,6.58,9.38,29.68
purchase,18,Friday,482,41.97,7.49,10.03,34.35
purchase,18,Thursday,579,43.19,6.92,12.6,30.87
purchase,18,Monday,742,39.58,6.35,10.91,31.11
purchase,18,Tuesday,668,43.17,6.55,10.33,35.27
purchase,18,Saturday,516,41.11,6.41,11.11,35.17
purchase,18,Sunday,603,41.19,6.63,10.18,29.18
implicit_abandon,18,Friday,2249,19.68,3.46,8.69,12.91
implicit_abandon,18,Monday,2800,22.55,3.39,9.15,13.00
implicit_abandon,18,Saturday,2342,22.52,3.39,9.08,10.81
implicit_abandon,18,Tuesday,2600,19.64,3.05,8.9,10.91
implicit_abandon,18,Sunday,2595,21.21,3.36,9.42,10.51
implicit_abandon,18,Wednesday,2687,19.42,3.00,8.8,9.05
implicit_abandon,18,Thursday,2533,19.74,3.36,8.35,14.05
explicit_abandon,18,Sunday,1211,51.43,8.80,8.1,27.94
explicit_abandon,18,Tuesday,1151,45.13,7.80,9.78,28.68
explicit_abandon,18,Thursday,1167,42.68,7.81,8.98,31.37
explicit_abandon,18,Wednesday,1176,43.24,7.15,10.31,25.42
explicit_abandon,18,Monday,1220,44.48,7.77,8.33,31.52
explicit_abandon,18,Saturday,1108,44.49,7.99,8.47,29.80
explicit_abandon,18,Friday,1004,44.22,7.49,9.63,31.75
no_cart,19,Sunday,397,28.89,6.12,6.36,20.53
no_cart,19,Friday,342,24.34,5.35,5.4,23.79
no_cart,19,Tuesday,390,36.82,7.79,6.53,24.94
no_cart,19,Monday,456,32.84,6.27,6.57,33.80
no_cart,19,Thursday,409,31.81,6.33,6.75,23.20
no_cart,19,Saturday,364,32.53,6.30,6.34,25.12
no_cart,19,Wednesday,380,28.65,5.87,5.69,25.83
purchase,19,Sunday,573,43.04,6.55,10.41,29.65
purchase,19,Friday,446,40.69,6.71,9.75,29.67
purchase,19,Tuesday,656,40.51,6.46,9.92,31.51
purchase,19,Monday,659,42.95,7.14,9.49,31.45
purchase,19,Wednesday,607,43.47,7.03,11,28.47
purchase,19,Saturday,515,40.1,6.18,9.55,30.56
purchase,19,Thursday,581,43.95,6.88,12.63,28.16
implicit_abandon,19,Tuesday,2603,20.34,3.34,8.98,14.30
implicit_abandon,19,Friday,2345,19.93,3.16,8.79,11.12
implicit_abandon,19,Wednesday,2845,21.04,3.42,8.43,9.36
implicit_abandon,19,Monday,2893,23.29,3.74,8.53,11.50
implicit_abandon,19,Saturday,2553,20.28,3.30,8.35,10.66
implicit_abandon,19,Sunday,2773,21.51,3.41,9.32,9.80
implicit_abandon,19,Thursday,2533,21.64,3.51,8.98,10.69
explicit_abandon,19,Friday,980,44.63,8.59,7.61,28.19
explicit_abandon,19,Monday,1330,47.18,8.40,9.03,30.97
explicit_abandon,19,Thursday,1151,44.66,7.35,10.07,25.49
explicit_abandon,19,Wednesday,1187,43.94,7.64,9.15,23.38
explicit_abandon,19,Tuesday,1126,43.86,7.43,9.63,27.66
explicit_abandon,19,Sunday,1184,46.08,7.72,8.06,25.07
explicit_abandon,19,Saturday,1084,45.69,7.88,8.88,28.97
no_cart,20,Tuesday,354,28.67,5.91,6.03,25.97
no_cart,20,Wednesday,341,35.37,5.89,7.22,22.60
no_cart,20,Friday,298,30.93,5.45,8.36,20.55
no_cart,20,Sunday,340,29.19,5.81,6.56,22.14
no_cart,20,Saturday,305,32.89,6.64,6.41,25.75
no_cart,20,Thursday,355,37.78,6.97,6.57,26.95
no_cart,20,Monday,352,27.84,5.44,5.61,23.83
purchase,20,Thursday,457,37.86,6.08,11.06,27.47
purchase,20,Sunday,518,40.16,6.06,11.54,25.05
purchase,20,Friday,416,40.91,7.14,8.96,31.27
purchase,20,Tuesday,515,43.14,6.88,9.8,25.47
purchase,20,Wednesday,474,39.07,6.09,9.64,24.19
purchase,20,Monday,518,45.6,6.92,10.42,32.37
purchase,20,Saturday,422,38.98,6.47,9.1,27.10
implicit_abandon,20,Friday,2109,20.79,3.35,8.54,9.30
implicit_abandon,20,Monday,2404,22.49,3.56,9.31,9.12
implicit_abandon,20,Sunday,2524,19.94,3.40,8.17,8.33
implicit_abandon,20,Saturday,2203,21.36,3.51,8.92,10.18
implicit_abandon,20,Tuesday,2316,20.99,3.44,8.66,8.48
implicit_abandon,20,Wednesday,2419,20.05,3.34,8.3,9.18
implicit_abandon,20,Thursday,2321,20.32,3.42,8.62,8.66
explicit_abandon,20,Friday,922,47.22,8.64,8.55,28.66
explicit_abandon,20,Monday,1052,44.18,7.64,9.89,25.18
explicit_abandon,20,Tuesday,961,48.31,8.49,8.04,23.87
explicit_abandon,20,Sunday,1055,42.38,7.68,8.64,20.44
explicit_abandon,20,Thursday,973,44.92,7.48,9.3,23.08
explicit_abandon,20,Wednesday,997,44.83,7.89,9.06,21.53
explicit_abandon,20,Saturday,954,43.76,8.41,8.25,24.99
no_cart,21,Saturday,239,27.22,6.55,5.41,19.33
no_cart,21,Monday,236,25.67,5.87,4.83,26.44
no_cart,21,Friday,217,31,6.86,5.8,21.20
no_cart,21,Sunday,249,30.59,6.18,6.5,22.50
no_cart,21,Thursday,235,26.26,5.83,5.92,23.04
no_cart,21,Tuesday,185,25.79,5.61,5.64,19.96
no_cart,21,Wednesday,228,33.12,6.64,6.23,24.72
purchase,21,Sunday,280,37.81,5.78,10.9,20.77
purchase,21,Monday,341,41.07,7.00,9.78,29.73
purchase,21,Thursday,295,41.78,6.67,9.44,23.93
purchase,21,Saturday,290,46.85,6.08,12.75,23.96
purchase,21,Tuesday,333,47.22,6.92,14.18,26.26
purchase,21,Friday,248,50.07,6.49,18.35,24.20
purchase,21,Wednesday,334,42.03,7.19,9.82,25.24
implicit_abandon,21,Friday,1569,22.1,3.30,9.48,10.10
implicit_abandon,21,Thursday,1524,20.61,3.49,8.19,8.31
implicit_abandon,21,Saturday,1649,20.99,3.39,8.87,9.80
implicit_abandon,21,Tuesday,1505,20.44,3.38,8.66,8.00
implicit_abandon,21,Monday,1612,21.17,3.31,8.53,9.04
implicit_abandon,21,Wednesday,1567,20.59,3.24,8.38,8.20
implicit_abandon,21,Sunday,1631,22.93,3.47,9.92,8.68
explicit_abandon,21,Monday,633,42.66,8.03,7.61,21.66
explicit_abandon,21,Thursday,664,50.07,8.31,8.53,21.59
explicit_abandon,21,Saturday,632,54.15,8.84,10.41,22.10
explicit_abandon,21,Tuesday,605,40.59,7.49,9.83,20.65
explicit_abandon,21,Friday,543,44.66,7.79,8.89,21.94
explicit_abandon,21,Wednesday,650,44.98,7.99,8.63,22.45
explicit_abandon,21,Sunday,701,44.15,7.26,8.75,21.84
no_cart,22,Sunday,137,25.54,5.22,6.13,18.06
no_cart,22,Friday,125,40.26,6.54,5.53,21.95
no_cart,22,Tuesday,140,37.84,7.54,5.46,19.35
no_cart,22,Monday,128,30.23,5.55,5.7,20.32
no_cart,22,Thursday,111,40.61,6.78,5.5,18.41
no_cart,22,Saturday,141,28.48,5.38,7.36,17.83
no_cart,22,Wednesday,126,37.16,7.15,10.85,19.57
purchase,22,Sunday,168,43.9,6.19,13.54,21.09
purchase,22,Friday,143,47.97,6.13,22.54,20.84
purchase,22,Tuesday,178,43.22,6.20,13.02,21.33
purchase,22,Monday,171,45.06,6.90,9.21,24.76
purchase,22,Wednesday,153,41.28,6.31,7.79,23.26
purchase,22,Saturday,179,30.45,5.60,7.89,19.34
purchase,22,Thursday,178,36.42,6.61,8.25,21.31
implicit_abandon,22,Tuesday,839,23.98,3.66,7.89,7.07
implicit_abandon,22,Friday,904,19.58,3.29,8.04,7.72
implicit_abandon,22,Wednesday,972,17.49,3.16,7.32,6.90
implicit_abandon,22,Monday,1017,20.56,3.62,7.91,7.54
implicit_abandon,22,Saturday,1047,19.99,3.32,8.52,8.11
implicit_abandon,22,Sunday,980,19.81,3.46,7.56,7.12
implicit_abandon,22,Thursday,934,22.42,3.72,8.01,7.40
explicit_abandon,22,Friday,328,41.31,7.16,8.12,18.87
explicit_abandon,22,Monday,369,46.94,7.36,9.23,19.63
explicit_abandon,22,Thursday,349,42.13,6.89,8.18,17.54
explicit_abandon,22,Wednesday,380,44.58,7.02,10.98,20.14
explicit_abandon,22,Tuesday,380,39.71,7.28,9.65,19.36
explicit_abandon,22,Sunday,398,43.15,6.75,7.62,18.62
explicit_abandon,22,Saturday,379,47.64,6.93,11.01,19.47
no_cart,23,Thursday,47,24.66,4.30,11.22,12.58
no_cart,23,Tuesday,54,19.81,3.61,6.26,10.27
no_cart,23,Friday,43,18.55,5.19,4.33,10.29
no_cart,23,Wednesday,54,32.49,4.13,18.63,11.58
no_cart,23,Saturday,65,16.28,4.23,4.46,11.39
no_cart,23,Sunday,60,28.14,5.23,6.66,10.95
no_cart,23,Monday,50,24.24,4.74,6.54,10.26
purchase,23,Friday,59,31.06,4.22,10.38,11.79
purchase,23,Monday,61,34.08,6.05,11.25,13.66
purchase,23,Sunday,58,38.27,4.09,16.09,14.07
purchase,23,Thursday,69,32.79,4.51,10.17,12.36
purchase,23,Tuesday,69,29.26,4.06,10.16,12.52
purchase,23,Saturday,70,34.01,5.60,9.41,16.29
purchase,23,Wednesday,64,37.79,5.86,14.35,16.73
implicit_abandon,23,Friday,479,20.05,3.01,8.78,4.90
implicit_abandon,23,Monday,547,18.43,3.08,8.46,4.91
implicit_abandon,23,Saturday,516,20.31,3.30,8.49,5.05
implicit_abandon,23,Thursday,544,17.16,2.74,7.67,5.26
implicit_abandon,23,Tuesday,509,20.08,2.60,9.6,4.74
implicit_abandon,23,Sunday,515,18.26,2.68,8.39,4.88
implicit_abandon,23,Wednesday,502,15.97,2.86,7.42,4.96
explicit_abandon,23,Friday,149,37.99,5.51,9.61,10.37
explicit_abandon,23,Monday,175,26.08,4.87,8.21,11.21
explicit_abandon,23,Saturday,186,37.63,4.88,13.22,10.26
explicit_abandon,23,Thursday,153,32,6.01,7.52,11.93
explicit_abandon,23,Sunday,168,30.64,6.93,7.78,11.97
explicit_abandon,23,Tuesday,133,43.71,7.41,8.62,12.43
explicit_abandon,23,Wednesday,137,37.88,6.50,9.69,11.28
